   10.000000000000000        8.0000000000001945E-006   5.9999999999999290E-006   1.5000000000000256E-005
   15.000000000000000        1.6000000000000389E-005   1.6000000000000389E-005   1.4999999999999389E-005
   23.000000000000000        1.0799999999999959E-004   6.6000000000000086E-005   2.5999999999999981E-005
   36.000000000000000        2.6500000000000048E-004   1.9499999999999986E-004   4.4999999999999901E-005
   56.000000000000000        7.9100000000000004E-004   8.4799999999999980E-004   7.2000000000000883E-005
   87.000000000000000        2.8609999999999990E-003   3.4800000000000005E-003   1.7599999999999907E-004
   135.00000000000000        1.3079000000000000E-002   1.2120999999999996E-002   4.7399999999999526E-004
   209.00000000000000        4.5128000000000001E-002   4.4145999999999991E-002   1.3330000000000009E-003
   324.00000000000000       0.16917899999999997       0.14559099999999997        4.2929999999999913E-003
   501.00000000000000       0.66399399999999997       0.54760199999999992        1.7487000000000030E-002
