   10.000000000000000        3.0000000000003982E-006   2.9999999999995308E-006   1.0000000000001327E-006
   15.000000000000000        4.9999999999997963E-006   2.0000000000002655E-006   3.9999999999996635E-006
   23.000000000000000        9.0000000000003272E-006   7.0000000000000617E-006   8.0000000000001945E-006
   36.000000000000000        4.0999999999999370E-005   1.8000000000000654E-005   5.7999999999999892E-005
   56.000000000000000        9.0999999999999935E-005   5.9000000000000025E-005   8.1999999999999608E-005
   87.000000000000000        3.6000000000000008E-004   2.2100000000000071E-004   1.9399999999999973E-004
   135.00000000000000        1.3449999999999998E-003   7.5400000000000120E-004   4.6400000000000087E-004
   209.00000000000000        7.9909999999999981E-003   3.8119999999999994E-003   2.2909999999999979E-003
   324.00000000000000        1.9976000000000001E-002   1.1268000000000000E-002   3.4660000000000038E-003
   501.00000000000000       0.10739899999999998        3.7586000000000008E-002   1.1809999999999987E-002
