 0.691933     0.828940      1.77573     0.703398    
 0.447178     0.483890      1.46050      1.60843    
  1.22432     0.940026      1.24971     0.585947    
  2.44095     0.264190     0.526022E-02  1.28960    
 0.432216E-01  1.31028     0.556950      2.08955    
  1.88944     0.179291     0.209426      1.72185    
  2.51565     0.200857     0.768069     0.515423    
 0.447178     0.483890      1.46050      1.60843    
 0.908764     0.724431     0.497297      1.86951    
 0.755190     0.591308      1.71195     0.941553    
  2.45049     0.520674E-01 0.828855     0.668585    
  3.08729     0.136904     0.494331     0.281473    
 0.178138      2.63786     0.937005     0.246993    
 0.755190     0.591308      1.71195     0.941553    
  2.45049     0.520674E-01 0.828855     0.668585    
  3.08729     0.136904     0.494331     0.281473    
 0.178138      2.63786     0.937005     0.246993    
 0.755190     0.591308      1.71195     0.941553    
  2.45049     0.520674E-01 0.828855     0.668585    
  3.08729     0.136904     0.494331     0.281473    
 0.178138      2.63786     0.937005     0.246993    
 0.755190     0.591308      1.71195     0.941553    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
 0.477544      2.31083     0.529914     0.681712    
 0.619040      1.75148      1.12848     0.500993    
  1.93926     0.250161     0.348238      1.46234    
 0.271576     0.329061      1.97846      1.42090    
