! Matrix size: 0100
 0.796767      1.17749     0.509085     0.526607E-01 0.810479      1.05807      1.43907     0.921800E-01  1.96492     0.118558     0.395574     0.492896     0.251590      1.03245     0.733250E-02  2.19451      1.57439     0.118082E-01 0.818002E-01  3.39685      1.12425     0.834572     0.690398     0.858093      1.36365     0.355293     0.476803     0.672019     0.594218E-01 0.163220      1.38984     0.692302     0.327201     0.221023     0.782673      1.27805      1.45022     0.290348     0.191978      1.11025     0.645831      1.61839     0.483850     0.446997     0.225498     0.543557      1.84722     0.689350     0.721823      3.08955      2.77283     0.175028      1.86293      2.13204     0.708586      1.18082      1.99520     0.735536     0.314345     0.412429      1.20234     0.927895      2.86339     0.190550     0.203786E-01  2.61085     0.206643E-01 0.115225     0.393289E-01 0.498896      1.86741     0.383099     0.344723E-01  2.84596     0.448521E-01 0.358626      2.22765     0.620025      1.83113      2.38068      1.44565      2.10824     0.246258     0.658782      2.82225     0.162934      5.63269      1.90512     0.711253     0.186550     0.142079     0.666496     0.292062      2.37192      2.22051     0.561651     0.275493      1.06864     0.460900E-01
 0.943017E-01 0.178284     0.121723     0.559100      1.81661      1.40137     0.175353     0.944131      1.58041     0.757974     0.668081      1.31637     0.146770     0.793219      1.87235     0.818508E-01 0.442198      1.26943     0.603986      3.72246     0.621984      1.73667      1.15374     0.929912     0.596428     0.507795     0.636082     0.222177      2.75185     0.447285     0.531534     0.475263E-01  1.01440      2.23657      1.40871     0.894885     0.659288     0.800002     0.929161     0.407559     0.690488     0.443094      1.40578     0.932455     0.589646      2.19195     0.283050      1.67403     0.190711      3.81296      2.59844     0.233586     0.557283     0.590033      1.35668      2.03103      1.17973      1.54894     0.462352     0.133229      2.51749     0.959706     0.692886     0.728518     0.154642      2.32436      2.16535      1.05943      3.30228     0.684190     0.623995E-01 0.391353     0.996163      2.12357     0.667185     0.287701     0.490354     0.635210      2.33390     0.428439      1.01222     0.257131     0.498517E-01  1.22660     0.729778     0.679660      2.51073      1.20165     0.858961E-01 0.423013     0.229614     0.220869     0.542119E-01 0.886576     0.665295      1.39740      1.00411      2.95106     0.424224    
  1.39302      1.29071      1.58491     0.864848E-01  1.03087     0.768325E-01  2.72080     0.249416      2.38142      1.29650      2.36134      2.18104     0.272968      2.44783     0.106948     0.397290     0.687631     0.140538      1.19882     0.157140      2.88759     0.658288      1.07565     0.371035     0.309260     0.162159E-01  1.19071      1.25789      3.28333     0.274126      2.61423      1.12662      1.17642      1.01041     0.309260     0.499604     0.397290      1.06098      2.73740     0.942067E-01  2.15826      4.34818      1.16986     0.675663E-01 0.412733     0.248644     0.625084     0.151348      1.63703     0.296905     0.365630      1.27256     0.511959      1.03627      1.70923     0.725855E-01 0.523928     0.627401     0.415822      1.92815     0.927009     0.614274     0.976429     0.600374     0.571804      1.07913      4.87944     0.388796     0.362155     0.135905      3.16442      2.03857     0.374896     0.817745     0.185711     0.392270     0.135519     0.857126E-01 0.158298E-01 0.479527     0.427791     0.463311E-02 0.707708     0.836277      1.13164      1.49032      1.67062     0.346711     0.871798     0.253277      1.43974      1.53317      2.24166      1.55750     0.425474      1.52931     0.146329     0.117372     0.509643E-01
  4.21370     0.614746     0.347277     0.682238      1.29670      1.65463      1.07344     0.429514     0.382803     0.234685     0.838486E-01 0.553314     0.860663     0.967891     0.603730E-01 0.991295     0.181840     0.694121      3.39982     0.800218     0.780711     0.224390     0.563970     0.197764     0.183741     0.531234      1.48125     0.214721     0.251522     0.876947     0.137824E-01 0.397499      2.55260     0.457728E-01  2.60599      3.21461      4.49550     0.557572     0.448516      2.97975      2.08426      2.61817     0.198245     0.287674     0.239087E-01 0.348576     0.190018E-02  2.09246     0.893496     0.235430     0.369405     0.264053     0.234083     0.365605E-02 0.274228     0.932125     0.541601      1.67324     0.198485     0.346796     0.168852      1.32313     0.193193      2.98447     0.549370     0.276946     0.722022     0.562623      1.60558     0.626051     0.986172     0.177270E-01 0.165100     0.169357     0.708264     0.119688      3.08588      3.08797     0.531691      2.50969     0.157547     0.273530     0.170728      3.71553     0.851475E-01 0.503381     0.109345     0.739292      2.41648      1.34374     0.361324      1.26461     0.432905      1.74485      4.86926      1.41811      1.13672      1.38059     0.720386    
 
 
 
 
 
 
 
 
 
 
 0.242434      2.98469     0.534753     0.116189     0.120707      1.33370      1.09258     0.282168     0.479719     0.476173     0.311846     0.305726      1.33924     0.479622      3.46135     0.363626      2.45217     0.673773      1.25559     0.545731      1.80706      1.34959     0.381793E-01 0.463009      1.39908     0.140768      1.34497     0.273521      2.79520      1.23825     0.300674E-01  1.93437      1.24773      3.51872      1.80672     0.741437      1.53232     0.575556     0.372418     0.284791     0.606206E-01  1.60348      1.70015      1.20853     0.950889     0.499100     0.190411E-01 0.961721      4.57443     0.852283      1.16194     0.140379E-01 0.893085      1.78709     0.476513E-01 0.201486     0.223781      2.55908     0.951180     0.682710     0.854712      1.25249     0.184776      1.35158     0.365764     0.291251     0.461941E-01 0.593577     0.214407      1.28678      1.50148     0.712681     0.180016      4.12439     0.379219      1.01899     0.104677     0.477824     0.709183E-01 0.561469     0.331567     0.901051     0.430076      2.85485     0.464807      7.09183      1.45679     0.564189     0.629327      1.16549      1.34264     0.134745     0.420361     0.907949     0.580802     0.385193     0.601446     0.233836     0.232039    
