  0.80000E-01    0.22811E-01
    0.24000        0.18329E-01
    0.40000        0.18009E-01
    0.56000        0.14647E-01
    0.72000        0.13447E-01
    0.88000        0.11606E-01
     1.0400        0.84042E-02
     1.2000        0.80040E-02
     1.3600        0.64032E-02
     1.5200        0.62431E-02
     1.6800        0.42421E-02
     1.8400        0.49625E-02
     2.0000        0.34417E-02
     2.1600        0.32016E-02
     2.3200        0.26413E-02
     2.4800        0.20010E-02
     2.6400        0.18409E-02
     2.8000        0.14407E-02
     2.9600        0.11206E-02
     3.1200        0.96048E-03
     3.2800        0.88044E-03
     3.4400        0.96048E-03
     3.6000        0.56028E-03
     3.7600        0.40020E-03
     3.9200        0.64032E-03
     4.0800        0.40020E-03
     4.2400        0.16008E-03
     4.4000        0.32016E-03
     4.5600        0.64032E-03
     4.7200         0.0000    
     4.8800        0.16008E-03
     5.0400        0.16008E-03
     5.2000        0.16008E-03
     5.3600         0.0000    
     5.5200        0.24012E-03
     5.6800        0.80040E-04
     5.8400         0.0000    
     6.0000        0.16008E-03
     6.1600         0.0000    
     6.3200        0.80040E-04
     6.4800        0.80040E-04
     6.6400        0.80040E-04
     6.8000         0.0000    
     6.9600         0.0000    
     7.1200        0.80040E-04
     7.2800         0.0000    
     7.4400         0.0000    
     7.6000         0.0000    
     7.7600         0.0000    
     7.9200         0.0000
     
